Student_ID,Gender,Faculty,Semester/Year,Attendance (%),Assignment Completion (%),Internal Marks (out of 50),Previous Term Marks (%),Project/Practical Score (%),Study Hours per Week,Parental Education,Parental Support,Internet Access,Extra-curricular,Engagement_Score,Improvement,Final Grade,Final_Grade_Encoded
S8189,Female,Humanities,4,47,48,20,63,53,3,High,Yes,Yes,Medium,47.5,4.25,D,1
S8190,Male,Science,6,100,57,4,73,81,28,Medium,No,Yes,Low,78.5,-14.25,D,1
S8191,Female,Science,3,62,89,36,53,93,40,Medium,Yes,No,Low,75.5,22.75,C,2
S8192,Female,Engineering,3,32,27,35,84,76,26,Medium,No,No,Medium,29.5,14.0,B,3
S8193,Male,Engineering,4,57,78,27,44,40,32,Low,No,No,Low,67.5,16.0,D,1
S8194,Female,Science,5,30,74,31,82,73,17,High,No,Yes,Low,52.0,10.5,C,2
S8195,Female,Humanities,8,92,21,22,89,56,5,Low,Yes,No,Low,56.5,-0.25,B,3
S8196,Male,Engineering,8,76,45,15,64,59,31,High,Yes,No,Low,60.5,-1.0,C,2
S8197,Female,Humanities,1,66,82,49,87,39,30,High,No,Yes,Medium,74.0,27.25,B,3
S8198,Female,Management,1,77,36,9,45,90,11,Medium,No,No,High,56.5,-2.25,D,1
S8199,Female,Engineering,4,48,78,28,45,37,22,Medium,No,No,Medium,63.0,16.75,D,1
S8200,Male,Management,2,43,35,26,45,63,28,Low,No,Yes,High,39.0,14.75,D,1
S8201,Female,Engineering,6,96,77,34,97,75,2,High,No,Yes,High,86.5,9.75,A,4
S8202,Female,Management,5,94,83,41,81,36,32,High,Yes,Yes,High,88.5,20.75,B,3
S8203,Male,Engineering,8,55,69,44,80,61,38,Low,Yes,Yes,Low,62.0,24.0,B,3
S8204,Male,Humanities,2,39,45,23,21,90,27,Medium,No,Yes,High,42.0,17.75,F,0
S8205,Female,Humanities,4,99,36,22,60,47,17,High,No,No,Low,67.5,7.0,C,2
S8206,Female,Humanities,4,72,65,2,64,40,21,High,Yes,No,Low,68.5,-14.0,F,0
S8207,Female,Management,8,99,87,35,33,56,19,High,Yes,Yes,Low,93.0,26.75,C,2
S8208,Female,Humanities,2,88,69,44,56,42,15,Medium,Yes,Yes,Medium,78.5,30.0,B,3
S8209,Male,Management,3,32,62,13,21,67,6,Medium,Yes,Yes,High,47.0,7.75,F,0
S8210,Female,Engineering,4,34,67,3,24,78,3,Low,Yes,Yes,Medium,50.5,-3.0,F,0
S8211,Male,Management,6,66,87,43,21,93,37,Medium,Yes,Yes,Low,76.5,37.75,C,2
S8212,Male,Engineering,7,81,38,47,20,71,33,Medium,Yes,No,Medium,59.5,42.0,C,2
S8213,Female,Science,5,95,44,41,67,36,35,Low,Yes,No,Low,69.5,24.25,B,3
S8214,Female,Science,2,92,91,31,41,57,17,Low,Yes,Yes,Medium,91.5,20.75,C,2
S8215,Male,Science,3,36,37,19,60,20,32,High,No,Yes,Low,36.5,4.0,D,1
S8216,Male,Management,2,82,70,16,44,94,0,Medium,Yes,Yes,Low,76.0,5.0,D,1
S8217,Female,Science,3,35,37,28,65,52,24,Low,No,No,Medium,36.0,11.75,C,2
S8218,Male,Science,3,36,77,38,28,63,13,Low,Yes,No,Low,56.5,31.0,C,2
S8219,Female,Science,6,73,83,31,80,39,10,High,Yes,No,High,78.0,11.0,B,3
S8220,Female,Engineering,5,47,90,3,66,66,7,Medium,Yes,No,Medium,68.5,-13.5,F,0
S8221,Male,Humanities,4,83,76,23,93,88,15,High,No,No,Medium,79.5,-0.25,C,2
S8222,Male,Management,3,58,36,43,98,61,38,Medium,Yes,No,Low,47.0,18.5,B,3
S8223,Female,Science,4,54,78,41,22,45,36,Low,No,No,Medium,66.0,35.5,D,1
S8224,Male,Engineering,5,92,86,1,27,68,30,High,Yes,No,High,89.0,-5.75,F,0
S8225,Female,Humanities,4,97,34,13,44,90,17,Medium,Yes,No,Medium,65.5,2.0,D,1
S8226,Female,Humanities,8,42,45,39,55,37,6,Low,No,Yes,High,43.5,25.25,C,2
S8227,Female,Humanities,6,61,67,41,62,28,3,High,Yes,No,Medium,64.0,25.5,B,3
S8228,Male,Engineering,6,56,33,37,69,85,31,High,No,No,High,44.5,19.75,C,2
S8229,Female,Science,1,80,100,33,82,79,30,Low,Yes,Yes,Medium,90.0,12.5,B,3
S8230,Female,Humanities,6,63,28,45,53,56,9,Medium,No,Yes,High,45.5,31.75,C,2
S8231,Female,Engineering,3,57,26,42,92,66,29,Medium,Yes,Yes,Low,41.5,19.0,C,2
S8232,Female,Engineering,5,59,74,1,29,48,34,High,Yes,No,Medium,66.5,-6.249999999999999,F,0
S8233,Female,Management,6,38,31,35,46,82,30,Low,No,No,Medium,34.5,23.5,D,1
S8234,Female,Engineering,2,42,36,5,32,34,30,Medium,No,No,High,39.0,-3.0,F,0
S8235,Female,Humanities,5,93,92,35,70,28,32,Medium,No,No,Medium,92.5,17.5,C,2
S8236,Female,Humanities,3,67,27,21,87,99,4,Medium,Yes,Yes,High,47.0,-0.75,C,2
S8237,Female,Engineering,5,51,61,4,35,85,9,High,Yes,Yes,Low,56.0,-4.75,F,0
S8238,Female,Humanities,6,60,95,37,31,20,22,High,No,Yes,High,77.5,29.25,D,1
S8239,Female,Engineering,2,71,56,40,44,28,6,High,No,No,Medium,63.5,29.0,D,1
S8240,Male,Humanities,1,91,39,21,68,76,27,Medium,Yes,No,Low,65.0,4.0,C,2
S8241,Female,Management,3,93,20,47,35,75,20,Low,Yes,No,High,56.5,38.25,B,3
S8242,Female,Science,7,38,28,10,21,39,30,Low,No,Yes,High,33.0,4.75,F,0
S8243,Female,Management,8,73,43,42,92,21,40,Low,No,Yes,Low,58.0,19.0,B,3
S8244,Male,Management,3,92,53,30,96,20,26,High,Yes,No,Medium,72.5,6.0,A,4
S8245,Female,Science,5,69,55,41,97,93,28,Medium,Yes,Yes,Medium,62.0,16.75,B,3
S8246,Male,Humanities,7,70,23,28,95,73,9,Medium,No,No,Medium,46.5,4.25,C,2
S8247,Female,Science,7,79,48,32,54,38,7,Low,No,Yes,Low,63.5,18.5,C,2
S8248,Female,Engineering,4,49,35,21,41,37,8,Medium,Yes,Yes,High,42.0,10.75,F,0
S8249,Male,Science,7,99,27,48,67,43,10,Low,No,No,Low,63.0,31.25,A,4
S8250,Female,Management,4,71,58,26,83,71,21,High,Yes,No,High,64.5,5.25,C,2
S8251,Male,Science,8,62,77,7,86,39,39,Low,No,Yes,Low,69.5,-14.5,D,1
S8252,Male,Humanities,7,92,31,47,41,30,25,High,Yes,No,High,61.5,36.75,B,3
S8253,Female,Management,2,86,63,5,92,92,36,Medium,No,Yes,High,74.5,-18.0,C,2
S8254,Female,Engineering,1,94,23,45,66,98,39,Medium,Yes,Yes,Low,58.5,28.5,A,4
S8255,Female,Humanities,1,81,44,24,59,79,1,High,No,No,Low,62.5,9.25,C,2
S8256,Female,Management,7,35,89,33,72,35,18,Medium,Yes,No,Low,62.0,15.0,C,2
S8257,Male,Engineering,5,36,86,8,22,32,15,High,Yes,Yes,High,61.0,2.5,F,0
S8258,Male,Humanities,5,38,58,35,25,72,3,Low,No,No,Low,48.0,28.75,D,1
S8259,Female,Engineering,4,90,43,30,33,25,37,High,Yes,Yes,High,66.5,21.75,D,1
S8260,Male,Science,6,63,25,18,77,44,6,Low,Yes,No,High,44.0,-1.25,C,2
S8261,Male,Science,1,64,91,48,26,82,13,Medium,No,Yes,Low,77.5,41.5,B,3
S8262,Female,Engineering,6,49,52,0,48,66,11,Low,No,No,Medium,50.5,-12.0,F,0
S8263,Male,Science,1,87,67,23,22,34,20,Low,Yes,No,Medium,77.0,17.5,D,1
S8264,Male,Engineering,6,89,86,33,32,73,33,Medium,No,No,High,87.5,25.0,C,2
S8265,Female,Humanities,6,83,21,16,55,62,20,Medium,No,No,High,52.0,2.2499999999999982,D,1
S8266,Male,Management,1,64,57,33,57,33,35,Low,Yes,Yes,Medium,60.5,18.75,C,2
S8267,Female,Engineering,8,76,59,34,94,53,39,High,No,No,High,67.5,10.5,A,4
S8268,Male,Management,2,75,75,35,79,21,6,Low,Yes,No,Medium,75.0,15.25,C,2
S8269,Female,Management,2,33,40,12,92,39,20,Medium,Yes,No,High,36.5,-11.0,D,1
S8270,Male,Engineering,5,39,54,24,41,35,9,High,Yes,No,High,46.5,13.75,D,1
S8271,Male,Science,6,69,94,11,40,86,20,Low,Yes,No,Low,81.5,1.0,D,1
S8272,Female,Humanities,6,84,94,20,52,49,15,Medium,No,No,Medium,89.0,7.0,C,2
S8273,Female,Management,8,69,86,36,23,70,24,High,Yes,No,High,77.5,30.25,D,1
S8274,Female,Humanities,6,52,79,45,99,22,12,Medium,Yes,Yes,Medium,65.5,20.25,B,3
S8275,Female,Management,8,44,42,37,63,96,26,High,Yes,Yes,Low,43.0,21.25,C,2
S8276,Male,Engineering,6,34,84,0,20,70,36,Low,Yes,Yes,Medium,59.0,-5.0,F,0
S8277,Male,Science,6,69,82,47,81,65,7,High,No,No,High,75.5,26.75,A,4
S8278,Male,Humanities,8,47,42,5,98,59,29,High,No,No,Medium,44.5,-19.5,D,1
S8279,Female,Management,4,50,61,44,41,48,30,Low,Yes,Yes,Low,55.5,33.75,C,2
S8280,Male,Engineering,3,32,83,44,78,42,6,High,No,Yes,Medium,57.5,24.5,B,3
S8281,Male,Engineering,6,75,85,10,56,36,29,Low,No,Yes,Medium,80.0,-4.000000000000002,D,1
S8282,Female,Management,4,82,100,15,42,88,17,Medium,No,Yes,Medium,91.0,4.5,D,1
S8283,Female,Management,2,49,60,21,52,85,22,Medium,Yes,No,Medium,54.5,8.0,D,1
S8284,Male,Management,6,88,39,45,41,42,37,Medium,No,No,High,63.5,34.75,C,2
S8285,Female,Science,2,50,28,10,83,94,40,Low,Yes,No,Medium,39.0,-10.75,D,1
S8286,Male,Management,5,80,76,36,81,98,29,Low,No,Yes,Low,78.0,15.75,B,3
S8287,Male,Management,3,54,94,25,73,42,29,Low,Yes,Yes,Medium,74.0,6.75,D,1
S8288,Female,Science,1,97,36,25,77,26,7,Low,No,Yes,Low,66.5,5.75,C,2
S8289,Male,Engineering,3,39,97,41,31,62,11,Medium,No,No,Low,68.0,33.25,C,2
S8290,Female,Management,6,96,37,20,37,81,9,Low,No,No,Low,66.5,10.75,D,1
S8291,Female,Humanities,6,38,82,25,86,53,6,Medium,Yes,Yes,Low,60.0,3.5,C,2
S8292,Male,Engineering,8,58,91,14,79,70,38,High,Yes,No,High,74.5,-5.75,C,2
S8293,Male,Humanities,3,66,91,38,20,63,16,High,No,No,Medium,78.5,33.0,C,2
S8294,Male,Management,3,100,45,34,39,89,31,Medium,Yes,Yes,Medium,72.5,24.25,B,3
S8295,Female,Science,5,67,91,10,36,99,4,High,Yes,No,High,79.0,1.0,D,1
S8296,Male,Science,7,88,91,8,68,74,20,Medium,Yes,No,Medium,89.5,-9.0,C,2
S8297,Female,Science,2,86,97,41,41,85,30,Low,No,Yes,High,91.5,30.75,A,4
S8298,Female,Management,8,89,32,22,52,77,14,Medium,Yes,Yes,Low,60.5,9.0,C,2
S8299,Male,Management,1,57,36,3,45,62,12,Low,Yes,No,Medium,46.5,-8.25,F,0
S8300,Female,Humanities,8,57,45,29,46,80,6,High,No,Yes,Low,51.0,17.5,C,2
S8301,Male,Science,7,75,25,27,79,57,23,Medium,Yes,No,Medium,50.0,7.25,C,2
S8302,Male,Management,3,100,100,24,53,47,3,Low,Yes,Yes,Medium,100.0,10.75,C,2
S8303,Male,Engineering,1,96,23,21,99,76,40,Medium,Yes,No,Medium,59.5,-3.75,C,2
S8304,Male,Management,3,84,26,24,97,60,18,Medium,No,No,Low,55.0,-0.25,B,3
S8305,Male,Management,8,67,36,25,71,92,34,Medium,No,No,High,51.5,7.25,C,2
S8306,Male,Engineering,2,47,69,49,74,69,28,High,Yes,Yes,Low,58.0,30.5,A,4
S8307,Male,Science,1,92,25,28,80,80,35,Low,Yes,Yes,High,58.5,8.0,C,2
S8308,Female,Engineering,7,34,49,45,69,88,33,High,No,Yes,Medium,41.5,27.75,C,2
S8309,Male,Science,4,73,93,40,82,82,7,Low,No,No,Medium,83.0,19.5,A,4
S8310,Female,Engineering,2,58,75,31,83,100,1,Medium,No,Yes,Medium,66.5,10.25,C,2
S8311,Female,Humanities,7,43,58,25,33,45,3,High,No,Yes,Medium,50.5,16.75,D,1
S8312,Female,Science,1,87,33,27,70,45,1,Low,No,No,Low,60.0,9.5,C,2
S8313,Male,Management,3,73,73,19,46,92,29,Low,Yes,No,High,73.0,7.5,D,1
S8314,Female,Humanities,7,47,41,47,59,42,28,High,No,No,High,44.0,32.25,C,2
S8315,Female,Science,3,36,76,1,87,71,3,Low,Yes,Yes,High,56.0,-20.75,F,0
S8316,Male,Science,2,91,60,22,28,92,20,Low,Yes,No,Medium,75.5,15.0,D,1
S8317,Male,Science,2,74,29,38,75,93,8,Medium,No,No,Low,51.5,19.25,A,4
S8318,Female,Engineering,7,45,21,4,58,89,1,Low,Yes,Yes,Medium,33.0,-10.499999999999998,F,0
S8319,Male,Science,3,93,86,20,34,23,19,Low,No,Yes,High,89.5,11.5,D,1
S8320,Male,Management,1,66,67,21,37,20,32,High,No,No,Low,66.5,11.75,F,0
S8321,Male,Science,7,54,61,48,71,25,5,Low,No,No,Low,57.5,30.25,C,2
S8322,Male,Management,4,38,30,10,80,75,28,Medium,Yes,Yes,Medium,34.0,-10.0,D,1
S8323,Female,Management,8,84,93,29,56,48,15,High,Yes,Yes,Low,88.5,14.999999999999998,C,2
S8324,Male,Management,5,57,31,27,99,22,35,High,No,No,Low,44.0,2.25,C,2
S8325,Male,Humanities,2,38,33,35,72,61,4,Low,Yes,No,Low,35.5,17.0,B,3
S8326,Male,Management,3,41,49,16,31,28,36,High,Yes,No,Medium,45.0,8.25,F,0
S8327,Female,Engineering,1,47,79,20,100,100,8,High,Yes,Yes,Medium,63.0,-5.0,C,2
S8328,Female,Science,2,85,96,36,44,78,31,High,Yes,No,Low,90.5,25.0,C,2
S8329,Male,Engineering,1,87,49,35,98,57,36,Medium,No,Yes,Medium,68.0,10.5,B,3
S8330,Male,Humanities,2,80,57,24,44,61,33,Medium,No,Yes,Low,68.5,13.0,C,2
S8331,Female,Science,3,61,94,23,40,69,38,Low,No,Yes,High,77.5,13.0,C,2
S8332,Male,Management,1,77,84,29,26,33,39,Medium,No,No,High,80.5,22.5,C,2
S8333,Male,Science,3,37,66,41,95,64,28,Low,Yes,No,Low,51.5,17.25,B,3
S8334,Female,Humanities,1,59,58,34,68,52,30,High,No,Yes,High,58.5,17.0,C,2
S8335,Male,Humanities,2,55,68,20,58,39,2,Medium,Yes,Yes,High,61.5,5.500000000000002,D,1
S8336,Male,Engineering,5,53,92,5,94,53,24,Medium,Yes,Yes,High,72.5,-18.5,C,2
S8337,Female,Science,8,56,77,20,68,86,35,Medium,Yes,Yes,Low,66.5,3.0,C,2
S8338,Female,Science,8,68,36,7,53,86,12,Medium,No,No,Medium,52.0,-6.25,D,1
S8339,Male,Science,5,95,25,4,94,89,38,High,Yes,Yes,Low,60.0,-19.5,C,2
S8340,Female,Engineering,8,80,34,39,35,58,18,High,No,No,Low,57.0,30.25,C,2
S8341,Male,Humanities,7,79,86,9,34,62,15,Medium,No,No,Medium,82.5,0.5,F,0
S8342,Male,Management,4,74,47,30,59,58,29,High,Yes,Yes,Low,60.5,15.25,C,2
S8343,Male,Science,4,62,92,29,98,63,38,High,Yes,Yes,Low,77.0,4.5,B,3
S8344,Female,Engineering,7,48,63,50,26,20,34,High,Yes,Yes,Low,55.5,43.5,C,2
S8345,Female,Engineering,7,42,37,20,59,69,1,Low,No,Yes,High,39.5,5.25,D,1
S8346,Male,Management,6,51,51,35,85,93,0,Medium,Yes,Yes,Low,51.0,13.75,B,3
S8347,Male,Humanities,3,49,88,26,89,81,2,Low,Yes,Yes,Low,68.5,3.75,C,2
S8348,Female,Science,1,34,63,37,41,22,25,Low,Yes,No,Medium,48.5,26.75,C,2
S8349,Female,Science,4,61,89,34,78,97,27,High,No,No,High,75.0,14.5,C,2
S8350,Female,Engineering,2,59,82,31,24,27,26,Low,No,Yes,High,70.5,25.0,F,0
S8351,Male,Humanities,7,55,95,25,37,67,13,High,Yes,No,Low,75.0,15.75,D,1
S8352,Female,Science,8,33,77,3,30,60,23,High,No,No,High,55.0,-4.5,F,0
S8353,Female,Management,5,96,66,26,27,55,34,Low,No,Yes,High,81.0,19.25,D,1
S8354,Male,Humanities,1,72,36,35,39,76,33,Medium,Yes,Yes,Medium,54.0,25.25,C,2
S8355,Male,Humanities,6,59,58,36,94,97,23,Medium,Yes,Yes,Medium,58.5,12.5,A,4
S8356,Male,Engineering,5,45,78,26,78,62,5,High,Yes,Yes,High,61.5,6.5,C,2
S8357,Female,Engineering,8,100,26,46,44,47,30,Low,Yes,Yes,Medium,63.0,35.0,B,3
S8358,Male,Science,7,68,82,47,77,78,28,Medium,No,Yes,Low,75.0,27.75,B,3
S8359,Male,Engineering,1,70,76,5,38,48,35,Low,No,No,Medium,73.0,-4.5,F,0
S8360,Male,Humanities,7,60,94,17,21,57,28,Low,No,No,Low,77.0,11.75,F,0
S8361,Male,Science,4,78,53,25,77,53,12,Low,No,Yes,Medium,65.5,5.75,C,2
S8362,Female,Science,4,42,72,43,85,84,7,High,Yes,Yes,High,57.0,21.75,B,3
S8363,Male,Humanities,3,70,85,23,26,39,14,High,No,Yes,Low,77.5,16.5,F,0
S8364,Female,Science,8,57,97,6,70,45,32,High,No,Yes,Medium,77.0,-11.5,D,1
S8365,Female,Management,6,93,67,43,52,46,24,Medium,No,Yes,Medium,80.0,30.0,B,3
S8366,Female,Management,1,48,79,13,94,42,15,Low,No,Yes,Low,63.5,-10.5,D,1
S8367,Male,Science,6,54,62,12,32,90,20,High,Yes,No,Medium,58.0,4.0,F,0
S8368,Female,Engineering,2,67,92,25,29,41,36,Low,Yes,Yes,High,79.5,17.75,D,1
S8369,Male,Management,6,32,23,42,78,66,16,Low,Yes,Yes,Low,27.5,22.5,B,3
S8370,Male,Science,7,31,97,42,57,87,33,High,Yes,No,High,64.0,27.75,C,2
S8371,Male,Management,7,34,94,1,39,86,12,Medium,No,Yes,Low,64.0,-8.75,F,0
S8372,Female,Engineering,4,90,71,45,33,85,33,High,Yes,No,Low,80.5,36.75,B,3
S8373,Male,Humanities,3,49,51,46,59,88,14,Low,No,No,Low,50.0,31.25,B,3
S8374,Male,Science,8,67,70,22,26,34,40,Low,No,Yes,Low,68.5,15.5,F,0
S8375,Male,Science,7,65,29,27,88,63,21,Medium,Yes,Yes,High,47.0,5.0,C,2
S8376,Female,Science,4,75,31,0,25,70,3,High,No,No,High,53.0,-6.25,F,0
S8377,Female,Science,5,66,58,31,59,84,38,Low,Yes,Yes,Low,62.0,16.25,C,2
S8378,Female,Science,4,83,99,11,72,44,22,Low,Yes,Yes,Low,91.0,-7.0,C,2
S8379,Male,Science,1,50,87,45,28,80,12,Low,Yes,Yes,High,68.5,38.0,C,2
S8380,Female,Engineering,8,50,29,49,84,36,7,Low,No,Yes,Low,39.5,28.0,A,4
S8381,Male,Humanities,3,99,92,34,39,71,0,High,No,Yes,Low,95.5,24.25,C,2
S8382,Male,Engineering,7,89,29,25,25,77,40,High,Yes,Yes,High,59.0,18.75,D,1
S8383,Female,Engineering,1,65,42,30,96,100,16,High,No,No,High,53.5,6.0,B,3
S8384,Male,Humanities,2,40,96,11,58,76,16,High,No,Yes,High,68.0,-3.4999999999999982,D,1
S8385,Female,Engineering,2,60,32,28,40,57,7,High,No,No,Medium,46.0,18.0,D,1
S8386,Male,Management,4,66,67,4,56,88,2,Medium,No,No,Low,66.5,-10.000000000000002,F,0
S8387,Female,Engineering,3,89,63,34,31,56,28,High,No,Yes,High,76.0,26.25,C,2
S8388,Male,Science,6,90,99,6,89,94,21,Low,No,Yes,Low,94.5,-16.25,C,2
S8389,Male,Management,3,96,83,15,34,95,1,High,Yes,No,Medium,89.5,6.5,D,1
S8390,Male,Management,3,58,59,31,40,53,1,Medium,Yes,Yes,High,58.5,21.0,D,1
S8391,Male,Humanities,3,96,25,16,100,54,16,Low,No,No,High,60.5,-9.0,B,3
S8392,Male,Engineering,4,100,91,20,65,79,8,Medium,Yes,No,Low,95.5,3.75,C,2
S8393,Female,Engineering,1,96,62,26,90,58,32,Low,Yes,Yes,Low,79.0,3.5,A,4
S8394,Male,Management,4,45,51,39,29,65,28,Low,Yes,Yes,High,48.0,31.75,D,1
S8395,Female,Engineering,6,74,68,46,85,35,28,High,No,Yes,High,71.0,24.75,A,4
S8396,Female,Engineering,1,63,93,14,95,50,5,Medium,No,No,Low,78.0,-9.75,C,2
S8397,Female,Humanities,6,73,38,22,58,33,5,Medium,Yes,No,Low,55.5,7.500000000000002,C,2
S8398,Male,Management,5,71,71,7,41,66,36,Low,No,No,High,71.0,-3.25,F,0
S8399,Male,Science,5,64,71,24,61,51,0,High,Yes,No,Medium,67.5,8.75,D,1
S8400,Male,Management,8,59,53,10,25,96,15,Low,No,No,Low,56.0,3.75,D,1
S8401,Female,Humanities,7,82,78,20,71,36,10,Medium,No,No,Low,80.0,2.25,D,1
S8402,Male,Humanities,7,87,100,9,56,75,21,Low,Yes,No,Low,93.5,-5.000000000000002,D,1
S8403,Male,Humanities,1,57,24,49,25,55,33,High,Yes,No,High,40.5,42.75,B,3
S8404,Female,Engineering,4,44,85,8,92,61,0,Medium,Yes,Yes,High,64.5,-15.0,D,1
S8405,Female,Management,6,67,60,47,48,38,12,Low,No,No,High,63.5,35.0,B,3
S8406,Female,Engineering,6,79,53,0,88,26,27,High,No,No,Low,66.0,-22.0,D,1
S8407,Female,Engineering,7,42,73,21,70,74,12,Medium,Yes,Yes,Low,57.5,3.5,D,1
S8408,Female,Management,7,64,39,5,96,49,37,High,Yes,No,Medium,51.5,-19.0,D,1
S8409,Female,Humanities,2,53,73,29,46,95,29,Low,Yes,Yes,High,63.0,17.5,C,2
S8410,Male,Science,6,94,85,33,56,94,35,Medium,Yes,No,High,89.5,19.0,B,3
S8411,Female,Science,4,47,37,12,65,48,3,High,Yes,No,Low,42.0,-4.25,F,0
S8412,Male,Management,2,87,63,21,44,86,13,Medium,Yes,Yes,Low,75.0,10.0,D,1
S8413,Male,Management,4,55,67,5,56,53,35,Low,Yes,No,Medium,61.0,-9.000000000000002,F,0
S8414,Male,Humanities,3,58,54,40,42,53,22,Low,No,Yes,Low,56.0,29.5,C,2
S8415,Female,Management,6,73,98,45,45,21,4,High,No,Yes,Low,85.5,33.75,C,2
S8416,Male,Management,3,34,58,23,95,46,14,Medium,No,Yes,Low,46.0,-0.75,C,2
S8417,Female,Humanities,5,62,22,20,71,66,22,Low,No,Yes,Medium,42.0,2.25,C,2
S8418,Female,Humanities,5,34,38,38,22,76,7,High,No,No,Medium,36.0,32.5,C,2
S8419,Male,Engineering,1,65,37,22,92,36,10,High,No,No,Medium,51.0,-1.0,C,2
S8420,Female,Management,6,42,24,4,98,45,6,High,No,No,Medium,33.0,-20.5,D,1
S8421,Male,Science,7,54,74,6,91,29,22,Medium,No,No,Medium,64.0,-16.75,D,1
S8422,Male,Management,2,87,32,2,47,58,40,Low,No,No,High,59.5,-9.75,F,0
S8423,Female,Science,3,31,53,12,99,28,26,Low,No,Yes,Low,42.0,-12.75,D,1
S8424,Male,Science,4,65,37,11,53,44,30,Medium,No,Yes,Medium,51.0,-2.25,D,1
S8425,Male,Science,6,54,87,5,84,39,39,Low,No,Yes,Medium,70.5,-16.0,D,1
S8426,Male,Engineering,1,63,91,33,48,34,1,High,Yes,Yes,Medium,77.0,21.0,C,2
S8427,Female,Humanities,4,41,62,14,23,30,30,High,Yes,Yes,Medium,51.5,8.25,F,0
S8428,Male,Humanities,3,48,84,46,87,35,7,Medium,Yes,Yes,Low,66.0,24.25,B,3
S8429,Female,Engineering,6,66,60,17,81,41,0,High,Yes,No,Low,63.0,-3.25,C,2
S8430,Female,Humanities,7,30,57,48,57,81,24,Low,Yes,No,High,43.5,33.75,C,2
S8431,Male,Engineering,3,89,57,2,86,43,16,Low,Yes,No,Low,73.0,-19.5,C,2
S8432,Male,Management,6,96,32,21,21,55,29,Medium,No,No,Medium,64.0,15.75,D,1
S8433,Female,Engineering,6,78,41,34,95,37,23,High,No,No,Medium,59.5,10.25,B,3
S8434,Female,Humanities,3,75,48,27,63,39,30,Low,Yes,Yes,Medium,61.5,11.25,C,2
S8435,Male,Humanities,3,77,28,40,98,27,12,Low,Yes,No,Medium,52.5,15.5,B,3
S8436,Male,Management,4,97,87,41,51,34,14,Low,Yes,Yes,Low,92.0,28.25,C,2
S8437,Female,Engineering,1,48,36,11,22,96,25,High,Yes,No,Low,42.0,5.5,F,0
S8438,Female,Management,3,69,56,0,36,97,31,Low,Yes,No,High,62.5,-9.0,F,0
S8439,Female,Science,5,35,83,35,31,66,34,High,No,Yes,Low,59.0,27.25,D,1
S8440,Female,Engineering,8,92,86,29,83,43,15,Low,Yes,No,Medium,89.0,8.25,B,3
S8441,Female,Management,1,64,23,22,82,66,8,High,Yes,Yes,Medium,43.5,1.5,C,2
S8442,Male,Management,5,90,59,36,97,37,18,Low,No,No,Low,74.5,11.75,B,3
S8443,Female,Humanities,4,34,35,27,91,51,39,High,Yes,Yes,High,34.5,4.25,C,2
S8444,Female,Engineering,3,66,30,48,60,61,39,Medium,Yes,No,High,48.0,33.0,B,3
S8445,Male,Science,1,40,45,4,21,56,2,Medium,Yes,Yes,Low,42.5,-1.25,F,0
S8446,Male,Science,7,69,91,35,72,52,25,Medium,No,Yes,Low,80.0,17.0,B,3
S8447,Female,Engineering,3,94,84,46,53,20,36,Low,Yes,Yes,Low,89.0,32.75,B,3
S8448,Female,Engineering,6,37,21,9,93,46,7,High,Yes,No,Medium,29.0,-14.25,F,0
S8449,Male,Management,3,40,64,4,59,36,5,Low,No,No,Low,52.0,-10.75,D,1
S8450,Female,Humanities,7,100,62,13,90,65,4,High,No,Yes,Low,81.0,-9.5,B,3
S8451,Female,Humanities,1,87,22,23,84,98,20,High,Yes,No,High,54.5,2.0,B,3
S8452,Male,Humanities,3,77,53,27,74,97,26,Low,No,Yes,High,65.0,8.5,C,2
S8453,Female,Engineering,3,42,99,20,93,53,37,High,No,Yes,Medium,70.5,-3.25,D,1
S8454,Male,Humanities,2,89,84,44,70,22,7,Medium,No,Yes,High,86.5,26.5,B,3
S8455,Male,Management,2,78,83,50,24,75,21,Low,No,Yes,High,80.5,44.0,B,3
S8456,Male,Engineering,1,96,26,39,75,31,22,Medium,No,Yes,Low,61.0,20.25,B,3
S8457,Male,Engineering,1,36,54,11,40,45,24,Medium,Yes,Yes,High,45.0,1.0,F,0
S8458,Female,Humanities,6,54,41,19,77,43,6,Medium,Yes,No,High,47.5,-0.25,C,2
S8459,Male,Science,6,52,67,50,92,79,13,Low,Yes,Yes,High,59.5,27.0,A,4
S8460,Female,Science,8,80,51,31,50,77,40,Medium,No,No,High,65.5,18.5,B,3
S8461,Female,Management,3,76,45,50,65,82,28,Low,Yes,Yes,High,60.5,33.75,A,4
S8462,Female,Humanities,5,34,25,37,46,27,16,Low,Yes,No,High,29.5,25.5,C,2
S8463,Female,Humanities,1,42,65,39,89,95,5,Medium,Yes,Yes,High,53.5,16.75,C,2
S8464,Female,Engineering,7,71,74,41,50,92,31,High,Yes,Yes,High,72.5,28.5,C,2
S8465,Male,Engineering,3,34,94,20,60,45,18,High,No,Yes,Medium,64.0,5.0,D,1
S8466,Male,Humanities,5,52,74,16,64,77,26,Low,Yes,Yes,Low,63.0,0.0,D,1
S8467,Male,Engineering,2,91,76,0,55,57,29,Medium,Yes,No,High,83.5,-13.750000000000002,D,1
S8468,Male,Humanities,6,30,82,50,21,68,32,Low,Yes,No,Low,56.0,44.75,D,1
